model_id,family,version,local_or_api,category,tasks_supported,languages,streaming_support,realtime_latency_target_ms,base_weights,runtime,quantization,hardware_reqs,context_or_max_audio,benchmarks,license,pricing,docs_url,community_signal,integration_complexity,known_failure_modes,ideal_use_cases,avoid_when,notes,implementation_priority,maturity_level,latency_class,cost_class,packaging_targets,eval_suites,evidence_links,last_reviewed_utc,consent_risk,maintenance_risk
whisper-large-v3-turbo-whisper-cpp-fp16,Whisper,large-v3-turbo,Local,ASR,"ASR, language ID, transcription, (optional) translation via task=translate",multilingual (except *.en variants where applicable),Chunked streaming; near real-time possible with small chunks,,whisper-large-v3-turbo,whisper.cpp,fp16,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; performance varies by runtime and quantization,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",General-purpose transcription; offline workflows; robust baseline across many languages,Hard real-time low-latency requirements without careful chunking; extremely noisy multi-speaker rooms,Treat each runtime and quantization combo as a separate deployable variant.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-turbo-whisper-cpp-int8,Whisper,large-v3-turbo,Local,ASR,"ASR, language ID, transcription, (optional) translation via task=translate",multilingual (except *.en variants where applicable),Chunked streaming; near real-time possible with small chunks,,whisper-large-v3-turbo,whisper.cpp,int8,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; performance varies by runtime and quantization,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",General-purpose transcription; offline workflows; robust baseline across many languages,Hard real-time low-latency requirements without careful chunking; extremely noisy multi-speaker rooms,Treat each runtime and quantization combo as a separate deployable variant.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-turbo-whisper-cpp-int4,Whisper,large-v3-turbo,Local,ASR,"ASR, language ID, transcription, (optional) translation via task=translate",multilingual (except *.en variants where applicable),Chunked streaming; near real-time possible with small chunks,,whisper-large-v3-turbo,whisper.cpp,int4,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; performance varies by runtime and quantization,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",General-purpose transcription; offline workflows; robust baseline across many languages,Hard real-time low-latency requirements without careful chunking; extremely noisy multi-speaker rooms,Treat each runtime and quantization combo as a separate deployable variant.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-openai-whisper-pytorch-fp32,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,openai-whisper (PyTorch),fp32,CPU or GPU; Apple Silicon supported via PyTorch/Metal in some setups,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-openai-whisper-pytorch-fp16,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,openai-whisper (PyTorch),fp16,CPU or GPU; Apple Silicon supported via PyTorch/Metal in some setups,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-transformers-hf-fp32,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,transformers (HF),fp32,CPU or GPU; best with GPU for batch,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-transformers-hf-fp16,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,transformers (HF),fp16,CPU or GPU; best with GPU for batch,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-faster-whisper-ctranslate2-fp16,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,faster-whisper (CTranslate2),fp16,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-faster-whisper-ctranslate2-int8,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,faster-whisper (CTranslate2),int8,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-faster-whisper-ctranslate2-int4,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,faster-whisper (CTranslate2),int4,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-whisper-cpp-fp16,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,whisper.cpp,fp16,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-whisper-cpp-int8,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,whisper.cpp,int8,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-whisper-cpp-int4,Whisper,tiny.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-tiny.en,whisper.cpp,int4,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-openai-whisper-pytorch-fp32,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,openai-whisper (PyTorch),fp32,CPU or GPU; Apple Silicon supported via PyTorch/Metal in some setups,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-openai-whisper-pytorch-fp16,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,openai-whisper (PyTorch),fp16,CPU or GPU; Apple Silicon supported via PyTorch/Metal in some setups,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-transformers-hf-fp32,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,transformers (HF),fp32,CPU or GPU; best with GPU for batch,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-transformers-hf-fp16,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,transformers (HF),fp16,CPU or GPU; best with GPU for batch,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-faster-whisper-ctranslate2-fp16,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,faster-whisper (CTranslate2),fp16,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-faster-whisper-ctranslate2-int8,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,faster-whisper (CTranslate2),int8,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-faster-whisper-ctranslate2-int4,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,faster-whisper (CTranslate2),int4,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-whisper-cpp-fp16,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,whisper.cpp,fp16,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-whisper-cpp-int8,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,whisper.cpp,int8,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-whisper-cpp-int4,Whisper,base.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-base.en,whisper.cpp,int4,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-openai-whisper-pytorch-fp32,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,openai-whisper (PyTorch),fp32,CPU or GPU; Apple Silicon supported via PyTorch/Metal in some setups,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-openai-whisper-pytorch-fp16,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,openai-whisper (PyTorch),fp16,CPU or GPU; Apple Silicon supported via PyTorch/Metal in some setups,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-transformers-hf-fp32,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,transformers (HF),fp32,CPU or GPU; best with GPU for batch,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-transformers-hf-fp16,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,transformers (HF),fp16,CPU or GPU; best with GPU for batch,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-faster-whisper-ctranslate2-fp16,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,faster-whisper (CTranslate2),fp16,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-faster-whisper-ctranslate2-int8,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,faster-whisper (CTranslate2),int8,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-faster-whisper-ctranslate2-int4,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,faster-whisper (CTranslate2),int4,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-whisper-cpp-fp16,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,whisper.cpp,fp16,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-whisper-cpp-int8,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,whisper.cpp,int8,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-whisper-cpp-int4,Whisper,small.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-small.en,whisper.cpp,int4,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-openai-whisper-pytorch-fp32,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,openai-whisper (PyTorch),fp32,CPU or GPU; Apple Silicon supported via PyTorch/Metal in some setups,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-openai-whisper-pytorch-fp16,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,openai-whisper (PyTorch),fp16,CPU or GPU; Apple Silicon supported via PyTorch/Metal in some setups,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-transformers-hf-fp32,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,transformers (HF),fp32,CPU or GPU; best with GPU for batch,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
